business_type,years_in_business,mobile_money_txn_frequency,mobile_money_txn_volume_naira,airtime_topup_consistency,savings_frequency,avg_savings_balance_naira,utility_payment_timeliness,rent_payment_timeliness,repayment_history_score,avg_payment_delay_days,income_consistency_score,social_capital_score,wallet_balance_volatility,default
Trading,1.7181660187825674,8.83249945327923,12540.711375226298,0.9737113402225336,8.175064934223123,7806.036450027172,0.6867151870659354,0.7218995965904836,0.7539014586502393,12.851870589415556,0.5586971405114776,0.7415587976365785,0.09256048772300782,0
Trading,3.530090201658554,27.494963591245202,29740.4627660821,0.6248245760397111,5.182541205751416,9559.112649619447,0.9469477524444304,0.6995450665245606,0.6208970753476811,1.5645840732586545,0.8692220876136648,0.4140654953335088,0.341608382973129,0
Transportation,1.4067198386916095,39.82264567894537,17733.67561329178,0.24294544160689407,3.9127525831594427,13580.802338466938,0.8489144694863615,0.6100031180434079,0.6497859165391778,16.739800748136737,0.45086671876908674,0.6945477814996206,0.10801534794228461,1
Farming,2.5810328582247632,21.871528429322634,12101.909821846411,0.9446261590162669,10.989442880233618,4328.333015793572,0.9188357479619569,0.47765204828164126,0.8726279374182813,5.97815884620059,0.6183304531076432,0.40643309773335595,0.3681889060381142,0
Transportation,2.9352068189146903,12.92042891630765,45749.57178516383,0.7037070603166674,11.428517442182258,22286.608274780385,0.6261156694570896,0.5930157040676158,0.49849984172435285,9.292652483015516,0.5451166403396098,0.6387118222901721,0.31096288502054314,1
Craft/Artisan,4.304647966147878,1.0,19006.05572793233,0.64877914323773,5.013921281215259,11908.731859754043,0.7910035833130444,0.619063289870725,0.4020955748346889,4.885211901444011,0.8611021805631234,0.4765231120250184,0.16837379808777247,1
Transportation,4.2189011867124675,4.524287083661271,50634.90209021102,0.8955367665402276,1.8977757898811776,24284.230840607583,0.7019359607253144,0.7494884675026423,0.6689996763414149,6.460185987349931,0.8177637097624423,0.6248440138858609,0.2792941362337682,0
Transportation,3.744637909662896,30.438894648217087,27327.776964036304,0.33403965908876265,11.590552351046856,3031.0096215401168,0.5620082575199151,0.7592572119800908,0.4102917600491293,6.40527657416464,0.31572392462961235,0.4800420315589522,0.07840428274593346,1
Transportation,5.053441454198614,9.766465253831415,31638.10014619442,0.5736955810320018,7.412191613239359,24349.488412573766,0.538639207127514,0.7142323634231278,0.4875625075573665,9.932672981338238,0.7995036828692683,0.3675955306369741,1.0084594725144764,1
Trading,1.8671069550855992,15.033320946507903,23948.83933466869,0.7710728760017556,7.26216712683877,34058.212120036806,0.563058879051781,0.7850530360797187,0.7753929878686554,7.066970204230634,0.9232798708364154,0.5139711098344126,0.12784975825050654,0
Trading,4.330275717434577,23.242607796633425,6245.776569940973,0.7971131681662242,6.31500302878672,18160.12406311378,0.8031294677329933,0.7149592807688999,0.4797224103754401,1.4178077039290633,0.6634202939665322,0.5856512864177645,0.4714948106242492,1
Farming,6.2600868829763865,29.85831839489434,14396.889134803812,0.5857013670594616,3.5990468138972718,13643.42898570334,0.5509182651539529,0.6499551315094002,0.6862891537461893,1.0502783596578071,0.3896520978670899,0.12181141415878015,0.8820027551645514,1
Trading,1.8467694640124601,16.403304630689295,25105.94117110091,0.799300674906873,4.760143632183911,24480.748436266254,0.6140123205951454,0.5656822259249539,0.3559538894448284,2.128549078588158,0.6614873820700393,0.4929881125283505,0.30639560604093574,1
Farming,0.7248697169185699,14.762665042671722,32879.38108391299,0.9589309274844988,8.033160127313415,32532.659815248935,0.8215743655425576,0.8167835244375043,0.4910483454893679,4.940888236502185,0.7423997087426094,0.9204912822541262,0.5137082642706634,0
Craft/Artisan,7.391749222601448,18.57296822808547,10053.531931181475,0.6854661467422838,4.6573189183975074,19265.06435349399,0.9107585634717187,0.7675822330786861,0.7664580740306348,10.229743219843455,0.6788812122935522,0.8909416630849406,0.8328784353997998,0
Trading,1.449227386853639,12.978897466886263,26121.63195769982,0.9426188942376104,7.298950584754655,20299.445039195514,0.41940683977974624,0.7791382371855977,0.7591460567858651,2.9220071583269007,0.9222683509558703,0.5579477537793285,0.38167988311957424,0
Trading,2.4800440844492333,13.409446373656358,14512.342192312275,0.853331960001679,6.040096731470489,42610.64194248602,0.840206192001163,0.5752729529952999,0.7491393861446292,1.4140489945684893,0.4492237570570083,0.8021877627419439,0.21689315310070775,0
Trading,6.139868539377597,21.29504094027099,30608.74681735359,0.6277995594019059,2.829339056995524,22761.138067428412,0.7592186469426929,0.8393656781413678,0.8046764439038279,2.009365849120532,0.7731927535029576,0.3150107161365879,0.5694134958253243,0
Trading,1.7656270198662163,19.48233214267589,26617.643593184664,0.8899750899556206,10.863391928418455,7629.812936187989,0.669871330556881,0.7224940227609014,0.8151907262455856,17.456918303436677,0.779490636093168,0.6646003919320551,0.29564670785934505,0
Transportation,7.058160556731205,35.05284245246867,40494.67979325633,0.7440468632590953,7.782098782685862,32423.843166372277,0.650977060239021,0.7977580493592404,0.666463268319938,9.641225871418175,0.6261262525996801,0.4528767973670289,0.044595535761832145,0
Transportation,2.194961681939546,21.510790533083437,48375.68602385144,0.6275613327181807,6.991943027698999,12251.395123396092,0.6052486440587174,0.43202540730002476,0.6830006393026862,1.9796987968637558,0.6730677422476763,0.5265037839281551,0.1427412942357636,0
Craft/Artisan,1.9744273815499067,27.209164384750622,34628.91981033025,0.7318362316272193,7.665063662428184,13674.637326466192,0.9347197449578974,0.6410182093940411,0.599334495257268,3.870031319188877,0.6810037976628379,0.755240520020957,0.26048050413974255,0
Transportation,1.4132240406737187,9.429718586214952,43183.6173342811,0.4548967585367996,0.6213248739350004,14397.592717545234,0.5942432106082915,0.6932728771529028,0.8678307846943523,5.374875339843642,0.4424894566908884,0.19927365940609806,0.6356733628369352,1
Farming,2.2114483497149693,22.201258320242168,22188.105550048374,0.523342142513956,4.520461193839152,26323.240768431388,0.5659000667163311,0.8632616857620492,0.69573820339983,7.039803661410449,0.6014837086923257,0.9436454556687885,0.3663673311644365,1
Craft/Artisan,5.593445885809812,12.216149227191528,127098.10864143637,0.31918086418893943,1.4180983787194776,45442.22579497073,0.470203847953043,0.7754595138474513,0.5554364685801976,25.873898278290547,0.4893129483652387,0.563908466896932,0.18970503118471516,1
Trading,2.480405984581632,21.163626106372462,13761.766697067678,0.707244635363385,6.374058659373953,13590.074776920546,0.9083904150796026,0.7071577162733695,0.8398988828259771,4.9561726050481845,0.40354966936399855,0.7985406685770979,0.38151432022403753,1
Trading,7.411650289006012,23.508116784918727,20125.326427392367,0.7271746865585949,6.977736613301195,44886.10126195528,0.8064589129053714,0.5539153864633959,0.9684213411302403,2.5428198832018616,0.7806542643853636,0.4339334965590908,0.030723985843542342,0
Trading,3.8566973918549965,18.39895075201179,44167.620004318575,0.4972773935970761,6.424016474742009,14991.097725554526,0.7671245544820309,0.4278746851746807,0.8569378924019495,13.220279275623486,0.5208611493190601,0.6538065386414473,0.1001714951064128,0
Craft/Artisan,4.105179874490224,37.258605771798344,40700.54319570918,0.5593457825417036,9.535767460007882,35650.46825739901,0.6629330127238515,0.9364864956005067,0.6149859966469798,18.901504591158606,0.8417933668539735,0.7354495940903364,0.8647674695847682,0
Farming,1.923351728157252,29.42383815286762,35174.05305059171,0.8043708654082464,1.5079433573929517,15350.497302904147,0.5017931489035232,0.5185333875258189,0.3196837103954839,4.47406150837339,0.6557161412999052,0.5905386647633281,0.05572286419254424,1
Trading,8.13695488802255,27.417962662632775,39004.22536346962,0.9565674050505265,3.6022470828893502,9464.501934861673,0.7809869289923161,0.7410567195078109,0.6332400607166876,7.35780222340502,0.554098197854081,0.8280927369788794,0.8778209572985167,1
Farming,6.29420606148303,24.114289538960108,8553.052920875276,0.6453889136991057,7.243043998437996,51301.19613899927,0.7358554443498523,0.7821195737586505,0.513499556871101,4.871525227492761,0.37662844290374886,0.47990853542880946,1.0470357902239587,1
Trading,6.176061541069772,32.10688654184035,64480.25178298199,0.8678272594185279,6.791809971745444,8852.72535978946,0.8609403737602818,0.7524290783441845,0.6723508350201024,7.480574078959691,0.7029431269451789,0.6540173284659493,0.2940409811967219,0
Transportation,3.3300847280804704,6.504245620246273,24049.271226043413,0.5105687424507249,2.05370780134647,8447.566116251111,0.8394774485779968,0.30267800118413357,0.555171711081721,8.958724019251877,0.7685252415493624,0.7851320971509257,0.5129419007367034,1
Farming,1.2551182889147785,28.96226494392461,53382.68920750131,0.6403418359237629,9.589589603937913,5545.664848394491,0.5366167631021644,0.8188246047586538,0.86249636976967,6.3489741194855736,0.8426692780725472,0.695741897855249,0.14154199023009909,1
Farming,4.263541794666552,10.070045504003817,8791.673695232148,0.9232491039962976,10.629666367455242,32438.04571795534,0.8998577596012829,0.5037602458023126,0.5986017129421938,12.112673470855995,0.6608079038141398,0.3963913548324853,0.207665752569279,0
Trading,5.433250709814599,13.485287047466162,30980.482143750556,0.7588140987636938,7.276761021831395,38269.67589976794,0.7454560024128086,0.8984274231113778,0.7573178063213096,6.255260416952142,0.2754894398404214,0.7425231766792849,0.9359366520690123,0
Transportation,5.470197474826923,22.491139552493344,19733.51516236024,0.55643419057261,1.4727858043209094,17347.278060517896,0.790154875874541,0.6180741456798385,0.8664435247927798,2.4648179536912753,0.847538928323889,0.3180844337495469,0.7355727230331089,1
Farming,4.979036563411745,27.86576132408579,36852.033651083584,0.3989526870395977,6.479175736165517,6709.561011319927,0.43479168043493693,0.8411107491922819,0.76308271604203,11.402533302241405,0.38415282265670386,0.6315795492336561,0.6937323300651151,1
Trading,4.837423586544413,8.771386946544304,32028.73504031594,0.5171459578268816,7.021027697748192,13296.483090885735,0.627790891938362,0.8436348082058672,0.6593445227120427,12.051209875253138,0.4531525033139439,0.9214373821246713,0.534161268717293,1
Trading,2.1861143246010544,13.899640978578152,32903.23593568623,0.1686345518245358,5.184473050895983,10809.346486730909,0.704186843690834,0.599776366716477,0.9120015206108515,0.5385362850868726,0.5503809188043354,0.7084113229547592,0.07791388533983147,1
Freelance Services,2.275432369206703,18.780256580010484,15026.672556926951,0.7453940329349259,10.041733884243307,6494.246967479364,0.7607182202152521,0.5868345320036186,0.8965648447307281,20.13098054709424,0.6516876905621641,0.7769259719515582,0.20639159505590393,0
Freelance Services,1.4259044991384973,16.509071962434287,26073.297454062176,0.554766528421641,5.652184018087048,9487.931539888792,0.5978138421411199,0.9133182893493947,0.7495250100492995,2.2524267004813248,0.846451832432913,0.5630138543922678,0.22504976808017385,0
Transportation,7.468080356317928,24.8322564898815,24365.125927447392,0.8244881845371769,12.313627062169465,19034.624768481874,0.9916069751978337,0.8024704336956769,0.8345833406623439,4.491391320238054,0.45347157637509605,0.8606209147044289,0.6609776031276725,0
Trading,12.131330897491772,45.48742092787616,35327.625288571595,0.9839329325900757,8.34935164360061,8746.263162341476,0.677963737477067,0.7364628425573474,0.8208796358004445,3.8028654988460726,0.762001060015574,0.3901101940658843,0.28575811724947137,0
Freelance Services,19.656247145353024,21.354565668207037,46356.34002408894,0.8229822268172428,6.828240389886116,16386.510063219044,0.6672050714626988,0.5331419021275118,0.7182108069425318,2.7538948178894365,0.38951550202150736,0.4183662988081783,0.4887634537303712,1
Craft/Artisan,4.4749711209676235,12.11842849470147,29224.473100341384,0.7710481810254032,8.761282152001261,3852.873298316328,0.8803622667830725,0.7847215400511997,0.73071853460115,6.740701993451911,0.5313669847537104,0.6395951355648742,0.13077308580179156,0
Transportation,4.845936343132052,7.627933354888036,13334.43733848092,0.8339142915378124,10.59265581939529,43279.170197806445,0.8139027069320095,0.8559855573759955,0.8215973577339762,1.6615134611786382,0.9097614649127084,0.7480706139188682,0.11093304506087731,0
Farming,3.4306256363395193,15.397968691315155,28543.038365470296,0.851557500108198,8.697156052331355,10157.949653722677,0.6176573705287042,0.7568085324798958,0.7391567192879374,5.647907362784909,0.5609002015349609,0.3426270826892032,0.28178449241753306,0
Trading,4.4256833884151145,10.47800091176968,113107.26843775691,0.8635097626666801,5.772494949948509,24567.365089055274,0.7943324592363376,0.8322360187861813,0.7340335249374459,9.434300138647025,0.8108498483766893,0.7089632135379818,0.17291063478591517,0
Trading,1.759608714798011,21.740398335803384,66522.99323694463,0.7300361875219513,4.020239198227883,15246.107674606212,0.5986972908822246,0.7757964791277884,0.6592625252065125,5.092933321820414,0.7157454135502843,0.6493947107604351,0.4907532112912205,0
Freelance Services,3.378946244699402,21.61617308627381,5240.018147032667,0.5395827058018631,2.6336779882056485,17707.590745143698,0.8957046542002102,0.9181768085295596,0.9953836659799574,13.30436347127451,0.7443834902627164,0.888144983463386,0.5305090285507595,0
Farming,1.9881616713179313,14.294654363800348,27856.976997366743,0.7529985498124461,0.0,6048.7742341158255,0.709679999156611,0.6464842919639934,0.6960980397295419,1.6160286630128486,0.9125971010971473,0.2651683860365,0.17060984211384933,1
Trading,3.0586649394314396,33.879640110270266,44921.22768208582,0.7339581431035964,6.522700140892456,7844.819927169238,0.7639330127945322,0.5542757255098953,0.8656471131649854,3.724952170462259,0.5358340946121593,0.48087612017660836,0.175778071983816,0
Trading,2.1319829612266807,12.116421446080846,24336.197818134617,0.719040659745831,4.836991085643301,7970.50083767588,0.44748701595203205,0.6982932452477881,0.778691638553811,2.4994728805416555,0.6643951934968647,0.5640380251172775,0.283438988307165,1
Transportation,5.435199244239001,17.044551456814606,20888.415331552307,0.701264428445512,4.997614380142023,13598.886566040812,0.8136140725770943,0.772135221963783,0.8240112412198644,8.842959526192017,0.5490234448927274,0.6184913301107567,0.7719325343637872,1
Trading,5.904195205335782,23.113301327118542,23229.29976403153,0.7244124226251043,9.086572603000633,33803.13762663231,0.6087657761839405,0.6941881535831573,0.48858153663753223,5.340661110924771,0.7245804429066783,0.41595446430101235,0.4274308599410702,0
Craft/Artisan,4.742999411389038,25.13643915015863,36450.27263069925,0.8319676976918491,5.663782468104252,18092.963556950777,0.7210288984139314,0.4608952552260051,0.4436368989302313,3.929649300287349,0.9695142812623945,0.6166359742128424,0.3283837941282892,1
